address,cover_alt,cover_src,description,latitude,link,longitude,price,price_currency,price_for,price_specification,recommended_unit,recommended_bed,score,score_aggregate,score_reviews,suburb,title
"25 Collins Street, 3000 Melbourne, Australia",Sofitel Melbourne On Collins,https://cf.bstatic.com/xdata/images/hotel/square600/405305747.webp?k=e273273418b76fcb1320bc95f3e62c1a8c83a363de63ff9b1ba57123149fc054&o=,"Located at the Paris-end of Collins Street in the heart of the Melbourne CBD, Sofitel Melbourne on Collins offers 363 luxurious rooms and suites located on levels 36 - 50 of the hotel. Each room offers floor-to-ceiling windows offering panoramic views over the city with the highlight overlooking the Yarra River and out to Port Phillip Bay.

With the accommodation having been refurbished in 2022, all rooms offer chic modern furnishings blending the heart of Melbourne with the soul of Sofitel's French identity. Each room offers a 55 inch flat screen TV with Chromecast capability and paid movie channels, In-Room tablet for ordering Room Service or other hotel services, coffee machine and black out shutters for a restful night’s sleep.

Available exclusively to guests booking rooms which include access, our Club Sofitel executive lounge is the highest in the city located on the 35th floor and offering everything from signature breakfast, afternoon tea and evening drinks and canapés with incredibly personalised service.

Our award-winning restaurant, No35 offers sophisticated seasonal dining, 150 meters above street level on the 35th floor with the majority of tables overlooking Melbourne city. Atrium Bar on 35 serves up an extensive wine and cocktail list while soaking up the views of the internal atrium up to the 50th floor glass ceiling. A fully equipped gymnasium, SoFIT offers everything you need to keep energised during your stay while also taking in the city views from level 36.

This central location offers the best of Melbourne on your doorstep with Federation Square, Bourke Street Mall and the Princess and Regent Theatres all within a 5 minute walk. A further 10 minutes will see you reach the Arts Centre, NGV or Melbourne Museum while metropolitan train and tram services are located right outside the hotel. For those driving into the hotel, valet parking is available from our porte-cochère off Collins Street.",-37.81383658256341,https://www.booking.com/hotel/au/sofitel-melbourne-on-collins.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780584&all_sr_blocks=3582613_95157711_2_2_0&highlighted_blocks=3582613_95157711_2_2_0&matching_block_id=3582613_95157711_2_2_0&sr_pri_blocks=3582613_95157711_2_2_0__48510&from_sustainable_property_sr=1&from=searchresults,144.97310355305672,485,AUD,"1 night, 1 adult",Includes taxes and charges,Superior King Room with Bay and River View,1 extra-large double bed,8.9,Fabulous,1055,"Melbourne CBD, Melbourne",Sofitel Melbourne On Collins
"205 Collins Street, 3000 Melbourne, Australia",The Westin Melbourne,https://cf.bstatic.com/xdata/images/hotel/square600/454142643.webp?k=66a219fd282fe354aa9500fbcb966676384ff081978740633b6f7c79eaef230b&o=,"The Westin Melbourne is conveniently located in Melbourne CBD, just 2 minutes' walk from Federation Square, Flinders Street and Bourke Street Mall. This luxurious property offers a fitness centre, an indoor pool and free WiFi access in the lobby.

The Westin Melbourne is 20 minutes' walk from both Melbourne Cricket Ground (MCG), and Rod Laver Arena.

All guest rooms include tea/coffee making facilities and en-suite bathroom with separate bath and shower.

The hotel features an art collection. There is a wellness centre with a 20-metre lap pool, a bubble pool, sauna and a steam room.

Allegro Restaurant serves buffet breakfast daily. You can enjoy meals and special Jing tea at the lounge bar, which comes with a fireplace. A variety of shopping and dining options can be found in the local neighbourhood.",-37.81584893508263,https://www.booking.com/hotel/au/westin-melbourne.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780584&all_sr_blocks=48762713_274565240_2_2_0&highlighted_blocks=48762713_274565240_2_2_0&matching_block_id=48762713_274565240_2_2_0&sr_pri_blocks=48762713_274565240_2_2_0__55500&from_sustainable_property_sr=1&from=searchresults,144.9672612100403,555,AUD,"1 night, 1 adult",Includes taxes and charges,Westin Twin Room,2 single beds,9.1,Superb,1031,"Melbourne CBD, Melbourne",The Westin Melbourne
"51 Little Bourke Street, 3000 Melbourne, Australia",Lancemore Crossley St. Melbourne,https://cf.bstatic.com/xdata/images/hotel/square600/277880663.webp?k=6d1f566ee40b40d4e4dff4d54126be36d3e5072d95e64eb23a047c25b03805ae&o=,"Attractively situated in Melbourne, Lancemore Crossley St. Melbourne features air-conditioned rooms, a fitness centre, free WiFi and a terrace. This 5-star hotel offers room service and a 24-hour front desk. Guests can make use of a bar.

The rooms at the hotel are fitted with a seating area, a flat-screen TV and a safety deposit box. Rooms have a private bathroom with a shower, free toiletries and a hairdryer. At Lancemore Crossley St. Melbourne each room has bed linen and towels.

An à la carte, continental or Full English/Irish breakfast can be enjoyed at the property.

Popular points of interest near the accommodation include Princess Theatre, State Library of Victoria and Melbourne Museum. Essendon Fields Airport is 12 km from the property.",-37.811057,https://www.booking.com/hotel/au/lancemore-crossley-st.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780584&all_sr_blocks=0_0_1_0_0&highlighted_blocks=0_0_1_0_0&matching_block_id=0_0_1_0_0&sr_pri_blocks=0_0_1_0_0__28129&from_sustainable_property_sr=1&from=searchresults,144.971085,281,AUD,"1 night, 1 adult",Includes taxes and charges,Lancemore King Room,1 large double bed,8.9,Fabulous,2258,"Melbourne CBD, Melbourne",Lancemore Crossley St. Melbourne
"18 Little Queen Street, Victoria 3000 Melbourne, Australia",Hilton Melbourne Little Queen Street,https://cf.bstatic.com/xdata/images/hotel/square600/483819474.webp?k=dac73b400d6cfef7f3531d1a3f359afbe80fdef7aa01cda345e60926b2bac860&o=,"Conveniently situated in Melbourne, Hilton Melbourne Little Queen Street provides air-conditioned rooms, a fitness centre and a restaurant. This 5-star hotel offers room service and a 24-hour front desk. Guests can make use of a bar.

At the hotel, each room is equipped with a desk. Guest rooms in Hilton Melbourne Little Queen Street are equipped with a flat-screen TV and free toiletries.

A buffet, continental or vegetarian breakfast is available daily at the property.

Popular points of interest near the accommodation include Block Arcade Melbourne, Southern Cross Station and Melbourne City Conference Centre. Essendon Fields Airport is 11 km away.",-37.81476986388667,https://www.booking.com/hotel/au/hilton-melbourne-vic.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780584&all_sr_blocks=586905408_244937938_2_42_0&highlighted_blocks=586905408_244937938_2_42_0&matching_block_id=586905408_244937938_2_42_0&sr_pri_blocks=586905408_244937938_2_42_0__50500&from_sustainable_property_sr=1&from=searchresults,144.95940538986588,505,AUD,"1 night, 1 adult",Includes taxes and charges,Superior Twin Room,2 single beds,8.9,Fabulous,1280,"Melbourne CBD, Melbourne",Hilton Melbourne Little Queen Street
"20 Bourke Street, 3000 Melbourne, Australia",Le Méridien Melbourne,https://cf.bstatic.com/xdata/images/hotel/square600/507058421.webp?k=db876936059e40cedf0c57188c8ef660757da7ad16a4918bb171b06f3768446f&o=,"Set in Melbourne, 200 metres from Princess Theatre, Le Méridien Melbourne offers accommodation with an outdoor swimming pool, private parking, a fitness centre and a restaurant. With free WiFi, this 5-star hotel offers room service and a 24-hour front desk. The property is 1.3 km from Melbourne Museum, and within 1.5 km of the city centre.

The hotel will provide guests with air-conditioned rooms with a desk, a coffee machine, a minibar, a safety deposit box, a flat-screen TV and a private bathroom with a shower. Every room includes a kettle, while some rooms come with a kitchenette with a fridge and a microwave. At Le Méridien Melbourne every room is equipped with bed linen and towels.

The daily breakfast offers buffet, continental or vegetarian options.

At the accommodation guests are welcome to take advantage of a sauna.

Popular points of interest near Le Méridien Melbourne include Federation Square, St Paul's Cathedral and State Library of Victoria. Essendon Fields Airport is 12 km away.",-37.81155083,https://www.booking.com/hotel/au/le-meridien-melbourne.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780584&all_sr_blocks=938957705_366146252_2_2_0&highlighted_blocks=938957705_366146252_2_2_0&matching_block_id=938957705_366146252_2_2_0&sr_pri_blocks=938957705_366146252_2_2_0__46900&from_sustainable_property_sr=1&from=searchresults,144.97204980,469,AUD,"1 night, 1 adult",Includes taxes and charges,Deluxe King Room,1 extra-large double bed,8.8,Fabulous,514,"Melbourne CBD, Melbourne",Le Méridien Melbourne
"111 Spring Street, 3000 Melbourne, Australia",The Hotel Windsor,https://cf.bstatic.com/xdata/images/hotel/square600/219890652.webp?k=a7e6e5a1448caf3141799a7d4fd669d3c285a0574030cffdbb398002d4e0a902&o=,"Established in 1883, this historic hotel combines classic style with modern facilities. Located next to the Princess Theatre, The Windsor offers luxury accommodation in the heart of Melbourne. Guests enjoy free WiFi.

Situated in Melbourne CBD, The Hotel Windsor Melbourne is only 5 minutes’ walk from the shopping and dining on Collins Street and Bourke Street. It is situated next to Parliament Train Station and trams stop in front of the hotel.

Each spacious room includes cable TV and high-speed internet access. Luxury bathrobes and a fully stocked minibar are also provided. Guests can choose their own pillow from the pillow menu. Room service is available.

Breakfast is served in One Eleven - the hotel's restaurant, which is also the home of Afternoon Tea. The Cricketers Bar, a historic pub, serves beers on tap as well as hearty pub meals in an al fresco dining style.

The Hotel Windsor is a Melbourne landmark, featuring traditional 19th-century décor and 12-foot-high ceilings. It is located opposite State Parliament House and Treasury Gardens.",-37.812071464590694,https://www.booking.com/hotel/au/the-windsor.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780584&all_sr_blocks=3805201_0_1_0_0&highlighted_blocks=3805201_0_1_0_0&matching_block_id=3805201_0_1_0_0&sr_pri_blocks=3805201_0_1_0_0__42524&from_sustainable_property_sr=1&from=searchresults,144.97319608926773,425,AUD,"1 night, 1 adult",Includes taxes and charges,Traditional Queen Room,1 large double bed,8.1,Very,2935,"Melbourne CBD, Melbourne",The Hotel Windsor
"111 Little Collins Street, 3000 Melbourne, Australia",Stamford Plaza Melbourne,https://cf.bstatic.com/xdata/images/hotel/square600/332140030.webp?k=39f8171547dd68560387365cca710120aea16b9caed77cf17126f7db11457888&o=,"Located in the heart of Melbourne CBD, Stamford Plaza Melbourne is a traditional, 5-star hotel.

Guests staying at Stamford Plaza Melbourne can choose to stay in rooms, built in 2016 with modern tiled bathrooms that have walk-in showers or to stay in more traditional style 1 or 2-bedroom guest suites with kitchenettes or fully equipped kitchens and separate marble bathrooms. All accommodation has electronic key card locks and door peepholes.

You can dine at Harry's Bar and Restaurant, which offers innovative, seasonal, food and beverage options, or order room service from the extensive 24-hour in-room dining menu.

Stamford Plaza Melbourne is 2 minutes' walk from Collins Street's high-end boutique shops and 20 minutes' walk from Melbourne's international sporting precincts, including the MCG, Rod Laver Arena and AAMI Park soccer stadium. China Town and a range of rooftop bars and lane-way's with dining options are all within minutes of the hotel.",-37.81342338345972,https://www.booking.com/hotel/au/stamford-plaza-melbourne.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780584&all_sr_blocks=3832505_379455475_0_2_0&highlighted_blocks=3832505_379455475_0_2_0&matching_block_id=3832505_379455475_0_2_0&sr_pri_blocks=3832505_379455475_0_2_0__38900&from_sustainable_property_sr=1&from=searchresults,144.96990904211998,389,AUD,"1 night, 1 adult",Includes taxes and charges,Studio Queen Suite,1 large double bed,7.9,Good,8631,"Melbourne CBD, Melbourne",Stamford Plaza Melbourne
"27 Little Collins Street, 3000 Melbourne, Australia",Sheraton Melbourne Hotel,https://cf.bstatic.com/xdata/images/hotel/square600/463006134.webp?k=53c426bc068f5c7000117f74eed65255725c14f5f25e77ab1e771f144550c833&o=,"Boasting an indoor lap swimming pool, a fitness centre, a restaurant and spa treatments, Sheraton Melbourne Hotel is located in the heart of Melbourne's CBD, at the Paris end of Little Collins Street. It's luxurious, air-conditioned rooms offer a flat-screen TV.

Little Collins Kitchen serves Modern Australian cuisine and offers breakfast, lunch and dinner. You can relax with a refreshing cocktail at The Terrace Bar, which boasts stunning city views. Terrace Bar operates weather permitting and operations will change seasonally.

Sheraton Melbourne Hotel is 5 minutes' walk from the Princess Theatre and Treasury Gardens. It is 5 minutes' drive from Queen Victoria Markets and the Melbourne Cricket Ground (MCG). Tullamarine Airport and Monash University are 20 minutes' drive away.

Each room features a dining area, an iPod docking station, a minibar and tea/coffee making facilities. All rooms include a marble bathroom with a shower, a bathtub and bathrobes.

The property offers a 24/7 front desk and free WiFi access is available in the lobby.",-37.81277928,https://www.booking.com/hotel/au/shearton-melbourne.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780584&all_sr_blocks=85643109_94551955_2_2_0&highlighted_blocks=85643109_94551955_2_2_0&matching_block_id=85643109_94551955_2_2_0&sr_pri_blocks=85643109_94551955_2_2_0__43500&from_sustainable_property_sr=1&from=searchresults,144.97281423,435,AUD,"1 night, 1 adult",Includes taxes and charges,Traditional King Room,1 extra-large double bed,8.2,Very,1486,"Melbourne CBD, Melbourne",Sheraton Melbourne Hotel
"502 Albert Street, East Melbourne, 3002 Melbourne, Australia",Lanson Place Parliament Gardens,https://cf.bstatic.com/xdata/images/hotel/square600/583603299.webp?k=e4f99537bb54780060196abc6e86f24ed9c4262d31d9a05492f1df02a4273386&o=,"Ideally situated in the centre of Melbourne, Lanson Place Parliament Gardens features buffet breakfast and free WiFi throughout the property. Featuring a restaurant, the property also has a fitness centre, as well as an indoor pool and a hot tub. The accommodation offers room service, a 24-hour front desk and organising tours for guests.

The hotel will provide guests with air-conditioned rooms with a wardrobe, a coffee machine, a fridge, a microwave, a safety deposit box, a flat-screen TV and a private bathroom with a shower. The rooms have a kettle, while some rooms are fitted with a kitchen with a dishwasher, an oven and a stovetop. At Lanson Place Parliament Gardens every room includes bed linen and towels.

Popular points of interest near the accommodation include Princess Theatre, Melbourne Museum and State Library of Victoria. Essendon Fields Airport is 12 km from the property.",-37.8091403,https://www.booking.com/hotel/au/lanson-place-parliament-gardens.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780584&all_sr_blocks=1173323602_389866101_2_2_0&highlighted_blocks=1173323602_389866101_2_2_0&matching_block_id=1173323602_389866101_2_2_0&sr_pri_blocks=1173323602_389866101_2_2_0__44900&from=searchresults,144.9739785,449,AUD,"1 night, 1 adult",Includes taxes and charges,Hotel Room - Twin,2 single beds,9.4,Superb,55,"East Melbourne, Melbourne",Lanson Place Parliament Gardens
"8 Whiteman Street, Southbank, 3006 Melbourne, Australia",Crown Metropol Melbourne,https://cf.bstatic.com/xdata/images/hotel/square600/603945747.webp?k=01b368507959e55ab8b65508a6423552b2888601d582a0426ef604be9a794283&o=,"Crown Metropol offers luxury accommodation on Melbourne’s Southbank. Guests have access to an exclusive lounge (open on select days only) and a bar with panoramic city views.

Each spacious room features stylish modern décor and spectacular views. Air conditioning and an LCD TV are provided. The bathroom includes an oversized shower, large vanity and a privacy screen.

Dining options at Crown Metropol Melbourne include the Mr Hive Kitchen & Bar.

The hotel features 1 swimming pool, an indoor sun-deck relaxation lounge and a world-class fitness centre.

Crown Metropol is located next to the Crown Entertainment Complex, and opposite Melbourne Convention and Exhibition Centre. It is a 10-minute walk to Southern Cross Station and Docklands.",-37.825862841577546,https://www.booking.com/hotel/au/crown-metropol.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780584&all_sr_blocks=18012701_392953868_0_2_0&highlighted_blocks=18012701_392953868_0_2_0&matching_block_id=18012701_392953868_0_2_0&sr_pri_blocks=18012701_392953868_0_2_0__56900&from_sustainable_property_sr=1&from=searchresults,144.95758965611458,569,AUD,"1 night, 1 adult",Includes taxes and charges,Luxe King Room,1 extra-large double bed,8.6,Fabulous,7512,"Southbank, Melbourne",Crown Metropol Melbourne
"15 Waterfront Way, Docklands, Docklands, 3008 Melbourne, Australia",Melbourne Marriott Hotel Docklands,https://cf.bstatic.com/xdata/images/hotel/square600/434739776.webp?k=a46d76e09a235b16919d78b9507e3ebbf458661c21829fbe537e1ded688f01c1&o=,"Melbourne Marriott Hotel Docklands has an outdoor swimming pool, fitness centre, a restaurant and bar in Melbourne. Among the facilities at this property are a concierge service and a tour desk, along with free WiFi throughout the property. The accommodation offers room service, a 24-hour front desk and currency exchange for guests.

The hotel will provide guests with air-conditioned rooms offering a wardrobe, a kettle, a fridge, a minibar, a safety deposit box, a flat-screen TV and a private bathroom with a shower. At Melbourne Marriott Hotel Docklands all rooms have bed linen and towels.

Guests at the accommodation can enjoy a buffet or a gluten-free breakfast.

Marvel Stadium is less than 1 km from Melbourne Marriott Hotel Docklands, while Southern Cross Station is 1.9 km from the property. Essendon Fields Airport is 11 km away.",-37.813437,https://www.booking.com/hotel/au/melbourne-marriott-docklands.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780584&all_sr_blocks=706617701_295479063_2_2_0&highlighted_blocks=706617701_295479063_2_2_0&matching_block_id=706617701_295479063_2_2_0&sr_pri_blocks=706617701_295479063_2_2_0__41000&from_sustainable_property_sr=1&from=searchresults,144.939202,410,AUD,"1 night, 1 adult",Includes taxes and charges,Deluxe Guest room with 1 King,1 extra-large double bed,8.5,Very,1704,"Docklands, Melbourne",Melbourne Marriott Hotel Docklands
